from,coord,to,coord,distance_in_miles
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",Pirates of the Caribbean,"(28.4177231, -81.58484892224214)",2174.042738663554
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",The Haunted Mansion,"(33.8114902, -117.92254555280647)",0.17056729913167212
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",Davy Crockett Explorer Canoes,"(33.8124488, -117.9220306)",0.15068587422974197
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",The Many Adventures of Winnie the Pooh,"(28.4199622, -81.58037704880905)",2174.2495686331886
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",Splash Mountain,"(28.4192429, -81.58504252640626)",2173.9973610313978
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",0.08212648134834141
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",0.07652453309864146
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",0.04649360953055987
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",Sailing Ship Columbia,"(33.812044, -117.92179372651171)",0.1296404060320795
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",Goofy's Playhouse,"(33.81513385, -117.91877890830746)",0.24390135908335392
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",Donald's Boat,"(33.8151805, -117.91906404856115)",0.24449975642163224
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",Gadget's Go Coaster,"(33.815221949999994, -117.91948605596161)",0.24556261708900323
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",Minnie's House,"(33.81558355, -117.91901094992576)",0.2724437147995606
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",Roger Rabbit's Car Toon Spin,"(33.81531745, -117.91796562554202)",0.26879560277749465
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",Fantasyland Theatre,"(33.81447575, -117.9193328753469)",0.19461668057544348
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",It's a Small World,"(33.8153316, -117.91738182498915)",0.2830910223006858
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",Mr. Toad's Wild Ride,"(33.813311, -117.9187203)",0.12425035610895159
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",Pixie Hollow,"(33.812503, -117.9182845)",0.09485431199436951
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",0.1023608760826085
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",Storybook Land Canal Boats,"(33.8137265, -117.9182776)",0.1611399687246831
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",Casey Jr. Circus Train,"(33.8137225, -117.9192371)",0.14357256806369598
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",Alice in Wonderland,"(33.8131608, -117.918366)",0.12505802208725286
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",Matterhorn Bobsleds,"(33.8130585, -117.91785110332171)",0.1388256283519339
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",King Arthur Carrousel,"(33.81338385, -117.91895939541396)",0.1241861800631959
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",Mad Tea Party,"(33.813476300000005, -117.91827733666166)",0.14612931334352114
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",Sleeping Beauty Castle Walkthrough,"(33.8128508, -117.9191172)",0.08641905730118586
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",Buzz Lightyear Astro Blasters,"(33.812393099999994, -117.91767267135417)",0.12121092472955235
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",Disneyland Monorail,"(33.812807, -117.9166715)",0.18546769839562635
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",0.1604913588127243
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",2176.7649771714405
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",Millennium Falcon: Smuggler's Run,"(33.81521425, -117.92137720212553)",0.26571465276441625
Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",Star Wars: Rise of the Resistance,"(33.8143927, -117.92305586611414)",0.2743725910451014
Jungle Cruise,"(28.41794735, -81.58349665864117)",Pirate's Lair on Tom Sawyer Island,"(33.812290933610335, -117.92108479121391)",2174.2014745028405
Jungle Cruise,"(28.41794735, -81.58349665864117)",Disneyland Railroad,"(48.872951, 2.7809789)",4532.066897287216
Jungle Cruise,"(28.41794735, -81.58349665864117)",Great Moments with Mr. Lincoln,"(33.81028685, -117.91833786393963)",2174.043865648584
Jungle Cruise,"(28.41794735, -81.58349665864117)",The Disney Gallery,"(33.8101946, -117.9184302)",2174.049197684337
Jungle Cruise,"(28.41794735, -81.58349665864117)",Main Street Vehicles,"(48.8711858, 2.7782974)",4531.982728865853
Jungle Cruise,"(28.41794735, -81.58349665864117)",Main Street Cinema,"(28.4172281, -81.5810162)",0.15893046510267106
Jungle Cruise,"(28.41794735, -81.58349665864117)",Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",2174.115483877332
Jungle Cruise,"(28.41794735, -81.58349665864117)",Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",2174.1988175687393
Jungle Cruise,"(28.41794735, -81.58349665864117)",Tarzan's Treehouse,"(33.8112825, -117.9205312)",2174.169839942984
Jungle Cruise,"(28.41794735, -81.58349665864117)",Pirates of the Caribbean,"(28.4177231, -81.58484892224214)",0.08376414454629369
Jungle Cruise,"(28.41794735, -81.58349665864117)",The Haunted Mansion,"(33.8114902, -117.92254555280647)",2174.2856843579643
Jungle Cruise,"(28.41794735, -81.58349665864117)",Disneyland Railroad,"(48.872951, 2.7809789)",4532.066897287216
Jungle Cruise,"(28.41794735, -81.58349665864117)",Davy Crockett Explorer Canoes,"(33.8124488, -117.9220306)",2174.2558542770266
Jungle Cruise,"(28.41794735, -81.58349665864117)",The Many Adventures of Winnie the Pooh,"(28.4199622, -81.58037704880905)",0.23520972602163262
Jungle Cruise,"(28.41794735, -81.58349665864117)",Splash Mountain,"(28.4192429, -81.58504252640626)",0.1296813216668679
Jungle Cruise,"(28.41794735, -81.58349665864117)",Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",2174.1587823082314
Jungle Cruise,"(28.41794735, -81.58349665864117)",Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",2174.1792224368314
Jungle Cruise,"(28.41794735, -81.58349665864117)",Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",2174.1264530495228
Jungle Cruise,"(28.41794735, -81.58349665864117)",Sailing Ship Columbia,"(33.812044, -117.92179372651171)",2174.2423126507397
Jungle Cruise,"(28.41794735, -81.58349665864117)",Goofy's Playhouse,"(33.81513385, -117.91877890830746)",2174.068225482446
Jungle Cruise,"(28.41794735, -81.58349665864117)",Donald's Boat,"(33.8151805, -117.91906404856115)",2174.084619781046
Jungle Cruise,"(28.41794735, -81.58349665864117)",Gadget's Go Coaster,"(33.815221949999994, -117.91948605596161)",2174.1088889592406
Jungle Cruise,"(28.41794735, -81.58349665864117)",Minnie's House,"(33.81558355, -117.91901094992576)",2174.0814827617764
Jungle Cruise,"(28.41794735, -81.58349665864117)",Roger Rabbit's Car Toon Spin,"(33.81531745, -117.91796562554202)",2174.021400677021
Jungle Cruise,"(28.41794735, -81.58349665864117)",Fantasyland Theatre,"(33.81447575, -117.9193328753469)",2174.100229954928
Jungle Cruise,"(28.41794735, -81.58349665864117)",It's a Small World,"(33.8153316, -117.91738182498915)",2173.987812381417
Jungle Cruise,"(28.41794735, -81.58349665864117)",Mr. Toad's Wild Ride,"(33.813311, -117.9187203)",2174.065229839405
Jungle Cruise,"(28.41794735, -81.58349665864117)",Pinocchio's Daring Journey,"(48.8735117, 2.7750792)",4531.797642162604
Jungle Cruise,"(28.41794735, -81.58349665864117)",Pixie Hollow,"(33.812503, -117.9182845)",2174.0403266850594
Jungle Cruise,"(28.41794735, -81.58349665864117)",Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",2174.0873102057512
Jungle Cruise,"(28.41794735, -81.58349665864117)",Storybook Land Canal Boats,"(33.8137265, -117.9182776)",2174.03967502866
Jungle Cruise,"(28.41794735, -81.58349665864117)",Dumbo the Flying Elephant,"(48.87399895, 2.774583969325409)",4531.766715377729
Jungle Cruise,"(28.41794735, -81.58349665864117)",Casey Jr. Circus Train,"(33.8137225, -117.9192371)",2174.094875877884
Jungle Cruise,"(28.41794735, -81.58349665864117)",Alice in Wonderland,"(33.8131608, -117.918366)",2174.0448781084706
Jungle Cruise,"(28.41794735, -81.58349665864117)",Matterhorn Bobsleds,"(33.8130585, -117.91785110332171)",2174.015277184814
Jungle Cruise,"(28.41794735, -81.58349665864117)",King Arthur Carrousel,"(33.81338385, -117.91895939541396)",2174.078969895678
Jungle Cruise,"(28.41794735, -81.58349665864117)",Mad Tea Party,"(33.813476300000005, -117.91827733666166)",2174.0397117237476
Jungle Cruise,"(28.41794735, -81.58349665864117)",Sleeping Beauty Castle Walkthrough,"(33.8128508, -117.9191172)",2174.0881596854906
Jungle Cruise,"(28.41794735, -81.58349665864117)",Astro Orbiter,"(48.873563250000004, 2.7783838393354188)",4531.941545855391
Jungle Cruise,"(28.41794735, -81.58349665864117)",Autopia,"(48.8732257, 2.7789328)",4531.9719978742905
Jungle Cruise,"(28.41794735, -81.58349665864117)",Star Tours – The Adventures Continue,"(48.8752196, 2.7794528638234173)",4531.957080777995
Jungle Cruise,"(28.41794735, -81.58349665864117)",Buzz Lightyear Astro Blasters,"(33.812393099999994, -117.91767267135417)",2174.0051506723917
Jungle Cruise,"(28.41794735, -81.58349665864117)",Space Mountain,"(48.87407195, 2.779286235777686)",4531.971484786907
Jungle Cruise,"(28.41794735, -81.58349665864117)",Disneyland Monorail,"(33.812807, -117.9166715)",2173.947466274784
Jungle Cruise,"(28.41794735, -81.58349665864117)",Disneyland Railroad,"(48.872951, 2.7809789)",4532.066897287216
Jungle Cruise,"(28.41794735, -81.58349665864117)",Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",2173.9765027902267
Jungle Cruise,"(28.41794735, -81.58349665864117)",Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",4.341785746143502
Jungle Cruise,"(28.41794735, -81.58349665864117)",Millennium Falcon: Smuggler's Run,"(33.81521425, -117.92137720212553)",2174.217686268477
Jungle Cruise,"(28.41794735, -81.58349665864117)",Star Wars: Rise of the Resistance,"(33.8143927, -117.92305586611414)",2174.3144290193386
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Pirate's Lair on Tom Sawyer Island,"(33.812290933610335, -117.92108479121391)",0.13714664975390858
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Great Moments with Mr. Lincoln,"(33.81028685, -117.91833786393963)",0.15495913875482012
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",The Disney Gallery,"(33.8101946, -117.9184302)",0.14982501505460563
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Main Street Cinema,"(28.4172281, -81.5810162)",2174.3577268299236
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Walt Disney's Enchanted Tiki Room,"(33.81166005, -117.91958778938547)",0.1251515474062258
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Jungle Cruise,"(28.41794735, -81.58349665864117)",2174.1988175687393
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Tarzan's Treehouse,"(33.8112825, -117.9205312)",0.07347468548021605
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Pirates of the Caribbean,"(28.4177231, -81.58484892224214)",2174.126070478533
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",The Haunted Mansion,"(33.8114902, -117.92254555280647)",0.11959047789906384
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Davy Crockett Explorer Canoes,"(33.8124488, -117.9220306)",0.15876886657858894
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",The Many Adventures of Winnie the Pooh,"(28.4199622, -81.58037704880905)",2174.332911055864
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Splash Mountain,"(28.4192429, -81.58504252640626)",2174.0806971412167
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Big Thunder Mountain Railroad,"(33.81267065, -117.9203441087029)",0.16799988447765604
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Mark Twain Riverboat,"(33.81227165, -117.92069793597835)",0.13713015369933362
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Frontierland Shootin' Exposition,"(33.8123151, -117.91978086035994)",0.15631370523095195
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Sailing Ship Columbia,"(33.812044, -117.92179372651171)",0.12785432676352732
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Goofy's Playhouse,"(33.81513385, -117.91877890830746)",0.3573702396954449
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Donald's Boat,"(33.8151805, -117.91906404856115)",0.3548003568836463
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Gadget's Go Coaster,"(33.815221949999994, -117.91948605596161)",0.3505807237284844
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Minnie's House,"(33.81558355, -117.91901094992576)",0.38214912090876996
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Roger Rabbit's Car Toon Spin,"(33.81531745, -117.91796562554202)",0.38809438642239663
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Fantasyland Theatre,"(33.81447575, -117.9193328753469)",0.30383299587104
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",It's a Small World,"(33.8153316, -117.91738182498915)",0.40529943194255613
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Mr. Toad's Wild Ride,"(33.813311, -117.9187203)",0.24636910229091655
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Pixie Hollow,"(33.812503, -117.9182845)",0.2190729676516532
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Snow White's Enchanted Wish,"(33.8130891, -117.9191033)",0.2218417918635783
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Storybook Land Canal Boats,"(33.8137265, -117.9182776)",0.28428559539901865
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Casey Jr. Circus Train,"(33.8137225, -117.9192371)",0.2573818840317865
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Alice in Wonderland,"(33.8131608, -117.918366)",0.24969186707645188
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Matterhorn Bobsleds,"(33.8130585, -117.91785110332171)",0.2637779376819248
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",King Arthur Carrousel,"(33.81338385, -117.91895939541396)",0.2435926723223636
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Mad Tea Party,"(33.813476300000005, -117.91827733666166)",0.27014697496906526
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Sleeping Beauty Castle Walkthrough,"(33.8128508, -117.9191172)",0.20735455993127808
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Buzz Lightyear Astro Blasters,"(33.812393099999994, -117.91767267135417)",0.24107182897450444
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Disneyland Monorail,"(33.812807, -117.9166715)",0.3045165123769571
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Finding Nemo Submarine Voyage,"(33.8128307, -117.9171763)",0.2820846760746902
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Star Wars Launch Bay,"(28.358144000000003, -81.56091740985298)",2176.8481554069526
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Millennium Falcon: Smuggler's Run,"(33.81521425, -117.92137720212553)",0.3391770485873715
Indiana Jones Adventure: Temple of the Forbidden Eye,"(33.81030155, -117.92103122363523)",Star Wars: Rise of the Resistance,"(33.8143927, -117.92305586611414)",0.3050811722270291
